N,P,K,temperature,humidity,ph,rainfall,label
72,31,29,17.761916546866203,56.33403721046892,7.281269185155591,52.218213438705604,barley
88,35,20,28.27866951327084,64.06634650641482,6.853428817962007,61.71147691920464,maize
115,33,39,32.78402599328761,83.46994589370036,5.510608137829012,222.77617041789475,rice
52,28,24,34.52775805391097,48.393744663109736,5.587411548095415,66.42986092192416,millet
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
95,43,37,33.68787444164218,74.01439663510686,6.347207866512227,114.25508359014235,rice
79,35,25,29.344297863214212,62.93314697269024,6.570956892658104,146.48232091875673,maize
77,44,29,15.046680380138334,59.13961456679746,6.024955626597402,72.96360329067232,barley
99,30,38,25.94999028537827,89.82645507204272,6.779560542245365,125.09638498090118,rice
70,33,37,18.458553275319062,72.86434258110391,5.933849447256984,126.45026273520642,maize
96,40,35,11.970163970941488,62.904252736307576,6.736212509040805,81.04255796936737,wheat
71,38,34,17.40406170712363,53.85338191767735,7.355622631840746,50.87958988550739,barley
112,46,31,23.51125845455648,72.9125482892839,5.746705353419865,223.78871224946062,rice
97,44,34,17.293085316010426,60.20810479246468,7.315155679224,87.56601918851544,barley
96,43,33,21.674565867643537,56.57722112282098,6.908662162330705,71.34869177033669,barley
90,47,34,36.16403556699191,89.11138850530355,6.692422861704655,235.7701492992421,rice
64,44,35,19.4672766051173,65.8512425056521,6.271717006706956,60.44897571087344,maize
85,30,30,27.537188106877174,60.336749605786224,6.855150626614483,132.07609139010577,maize
109,34,38,26.617066159391975,74.50529967334498,5.827646691646103,200.5477943341187,rice
98,44,35,32.687469552962696,84.50124335634521,6.833320853240657,239.3173514178983,rice
114,43,44,19.847105199180312,65.73301309252747,7.3357588012048085,115.32906250994701,wheat
88,45,21,19.346519046054276,74.44755202124786,6.656717990350739,98.97486431207531,maize
107,56,35,20.088240204530827,77.65387248829683,7.252676644125131,79.96820597281533,wheat
67,35,27,26.897847887659097,67.37715763513347,5.963513820904739,109.3957806009521,maize
12,129,205,22.36238282,91.15761594,6.119432215,118.68327250000002,apple
94,44,39,20.110865784077934,72.76577406447127,6.826322217465749,177.16091189734857,rice
98,39,26,13.893269778929941,58.65163162152446,6.487993215997302,85.26693902770764,barley
81,31,35,25.32614839337854,87.96469373869968,5.5396861272548135,204.58923885373332,rice
116,59,38,20.01605996570723,69.02672125303214,6.588233449432659,83.41814982353586,wheat
93,85,49,27.96799119,79.28625709,5.694243847,119.4765557,banana
113,40,39,18.373677663433043,61.79243921662301,7.340918190298174,64.78437428567884,wheat
100,44,30,36.895444235826645,87.04854274424997,6.600155139138615,161.5984233088405,rice
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
99,37,30,29.000602875652966,83.83519607922416,6.692094559077292,228.36434613986532,rice
102,32,30,37.23161003564114,88.75576668494044,5.757020174996282,172.88329529392132,rice
62,41,35,29.81790862305886,71.23496000969199,6.869152485511821,97.45657481576468,maize
67,31,34,24.539930417564978,79.60270082457089,7.024049324012298,57.75920492762565,maize
28,10,30,29.8690834,91.14723422,6.305740522000001,192.7678575,coconut
88,44,30,36.8931891467918,77.35829110282081,6.8448490614351005,204.8848510818188,rice
111,58,38,16.363241772059336,74.70365123863297,6.160001511602886,55.82559998492858,wheat
73,30,31,12.077771382196705,57.95704358989407,6.204325048770139,59.208520193253,barley
105,39,37,29.88191310255634,74.68789920014801,6.995976818959792,141.1997969906431,rice
109,48,46,16.54603343072796,69.11550970231481,7.3912052796828025,80.97043631266679,wheat
110,36,30,35.39422269165003,80.82458231021273,6.296087580256282,222.07028809418225,rice
77,39,28,22.361432525773598,52.74007959242254,6.056202691990391,46.47413594187992,barley
118,46,38,14.403767811401533,66.68421290713435,6.372792722776786,61.13423860546465,wheat
76,34,27,20.19899948728412,67.85249799073054,6.233486030697107,32.997622469452,barley
94,59,41,23.364748791965198,72.44319635704913,6.904989943298166,84.04322092194359,wheat
91,44,32,12.355032159202786,68.01332729140016,7.31168829950102,83.4360076750179,barley
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
116,52,38,10.187832086113904,69.87581121559798,6.463918837893387,119.47434878405171,wheat
119,56,44,16.656294469075256,76.75303010401194,6.893059525390335,59.66768683258149,wheat
86,30,29,21.411570750307046,62.85498385397378,6.418441385586182,120.89120381776976,maize
114,56,45,22.32255021576478,64.34726933043615,6.2743465307037125,93.23467712510529,wheat
112,48,39,35.64586789092333,88.74128070038738,6.709849631626742,126.48071846381171,rice
72,45,24,26.160672131342775,79.18911758217013,6.543098758115687,90.2445504624409,maize
72,30,32,16.367762059388568,61.53842147950181,6.498925840189809,73.36572454106408,barley
109,39,35,29.272807709166692,79.64702221193676,5.509287271509091,212.7099001517327,rice
88,30,23,23.67660715166435,63.15673566744199,6.117445063282802,95.77399118545617,maize
98,52,49,21.035268726643167,75.48358367274177,6.552328758859107,113.81983023877174,wheat
43,25,24,30.67578410309446,44.574431487896106,6.76554297593407,48.053265563902855,millet
70,42,28,22.079064400005564,67.98938926365736,7.49018860034488,91.99646392831718,maize
113,39,34,36.19334964552942,77.51513492993656,6.44460881544448,208.38008543220104,rice
73,31,28,22.497742739328437,53.32702772367142,6.810285412905623,89.59377437297606,barley
46,39,32,23.31365478090926,57.48676610072559,6.632474993230981,49.218742323933306,millet
36,27,26,26.58413917,95.78923137,6.25449571,171.6262299,coconut
96,42,34,25.22124845169624,70.76906312852937,6.258343179564387,213.04671910292268,rice
88,41,29,14.854118996556602,63.58680696358067,7.403426696921953,39.87536353501336,barley
91,45,41,17.512500244668356,75.74290241737482,7.0043345534757195,82.2185043062322,wheat
93,40,47,19.141922878947575,70.63233171551275,7.113740085348457,107.51913783706084,wheat
80,30,28,24.818264216446522,62.85465615183397,6.216856902267823,74.02159730636413,barley
55,33,32,26.735278227622523,44.95958773707085,5.50174832863209,78.48306295433576,millet
81,34,32,24.80603664137555,67.64223900115444,7.025056579551573,63.001370379701676,barley
92,41,38,32.44979159417231,81.72296952052741,6.86256686643922,108.6450773160434,rice
82,41,21,26.19023472088537,77.01612936845713,6.429007920101692,139.0672826728441,maize
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,mungbean
111,38,32,24.163919779473737,85.23794661867396,5.875536481313383,182.45015541678828,rice
81,42,33,27.065521088614737,78.87707962212876,7.196861078871162,52.836117512694244,maize
89,39,31,27.138008908463483,77.1252354154421,7.4135896766825,128.89062428282313,maize
75,41,26,12.286408060437727,53.65167886681463,6.164093490621341,47.26031018034113,barley
41,33,15,34.12669337854162,55.75200523214641,6.628612546950237,77.93924738156599,millet
93,39,38,23.639159320150306,84.15482093207201,6.114826405979866,201.727058643752,rice
118,45,34,22.01820467114529,75.3917903067005,6.43266525063848,162.7017945414397,rice
116,46,44,10.334192869813977,78.3063256538812,6.747469022071904,118.76396731787005,wheat
86,41,39,33.19417218900103,88.35442857973632,6.08245625679784,199.31676484006562,rice
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
118,45,30,36.50200728314051,71.58468088912475,6.021099198640178,182.19608134099957,rice
114,38,35,26.12952589411553,82.47791464614087,6.835518968510336,123.02332245492894,rice
88,36,30,28.49464363060068,62.19199999900021,6.492739576178995,51.27224294713838,maize
79,33,26,19.371174215465388,58.03733959395865,6.104434174462442,79.02188146084353,barley
68,34,27,30.893119356375273,52.104375385371526,5.59565691202498,79.63194355790218,millet
67,23,15,23.588399236990014,49.838905913571764,6.130668825165356,63.41313228357672,millet
69,42,32,20.80255182760854,68.63222100144289,5.72434858333669,117.24709690177727,maize
63,49,30,21.123848435796976,65.50255434796419,7.375256068981264,97.98027836375783,maize
67,40,21,26.009856565412793,62.07057787438833,6.8733037428957555,119.1171146196653,maize
45,37,29,32.70677345553484,45.7793194191081,6.477685056378226,55.24901963835942,millet
91,43,39,29.82033050046703,84.46505855930505,5.638888981608713,161.12522572603817,rice
113,48,49,14.697414117615597,74.71273729513723,6.4433162924749885,97.78697645323523,wheat
80,36,32,24.51709379732475,67.54321213962132,7.099099041917386,131.35772722656174,maize
107,42,39,16.268277282426613,69.12821526127523,6.602450246562495,63.5551253986048,wheat
86,41,28,19.846907902822547,66.1989985761445,6.483491543734317,55.779288296720985,maize
14,21,35,29.52501367,91.91185319,6.121005506,194.3100272,coconut
89,46,36,20.916620143057887,73.02886084005253,6.327794217809887,117.70083771860662,maize
85,36,32,13.250743434633062,50.99744368245044,6.303786101901153,85.55459417257396,barley
86,32,34,20.019748519954295,67.55078822643918,6.429960198083976,34.34561576025074,barley
98,35,32,22.161133535288876,55.71840546288505,6.988892719101903,43.832770876363476,barley
98,31,33,29.10504662750573,75.85970972756792,5.7552920057095935,127.15812242739374,rice
58,30,17,32.019401514759096,40.74923372422907,6.348447882579558,45.84247955506597,millet
65,38,39,21.8825819859856,70.84873425921282,7.188389463381693,130.84758425679672,maize
56,35,25,26.12969037986924,43.734180604626765,6.828278421631779,77.23643511942774,millet
89,44,36,31.381608935377606,85.94143333055068,6.36689369254466,199.0311906570359,rice
109,26,45,28.27973674,90.38971208,6.224535448999998,21.58992507,muskmelon
91,84,52,29.14827211,78.71024836,6.390741836,117.536781,banana
64,38,22,30.193447175309363,50.41463504168347,6.906058282536979,43.50576320345611,millet
88,32,28,22.652520956757172,55.96127339221647,7.375906403020236,46.95199163181009,barley
106,45,45,23.16516042451206,72.76893846760802,6.975283408596914,87.50168342174007,wheat
43,21,29,20.48398569496556,48.473295460638376,5.7911643236090145,71.21151741276115,millet
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize
100,53,37,23.314736300082394,76.27583458700909,7.00087079095302,56.365728153591675,wheat
110,44,36,29.56486574366678,74.14503970039489,6.815151708823143,112.89368096233713,rice
97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
83,49,39,18.704265459378522,69.63121502297597,6.744571303788304,100.93662011890532,maize
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
78,36,27,23.832256913647036,51.8421457926083,7.115609485586139,61.00494956529417,barley
83,49,24,25.300225112107317,78.6182083192777,7.165067036446647,83.5983555192997,maize
21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
94,57,36,23.928410147331974,69.7694578877662,6.870132924012361,68.44508923224528,wheat
90,48,45,24.06475727,71.31342851,6.509174788999999,153.63902119999997,jute
52,38,32,23.692023964431062,50.50077735134238,5.720947151297688,67.42064275146197,millet
66,36,24,22.662297724351177,79.10837830605996,6.4223700015362795,91.55159337264243,maize
105,14,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
119,44,42,23.659724641872103,63.61340157987476,7.119218081158019,108.87569648230743,wheat
57,30,25,30.172709211973324,41.04722582833279,5.60162219602873,56.503906247991225,millet
66,33,23,26.472407864017367,70.94163502317525,7.030644576528887,133.72971369019206,maize
91,51,37,19.761357030413578,62.49148472011167,6.743945228418068,59.91570076885125,wheat
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
114,41,40,16.801280872658047,75.16477259315438,7.089272908249303,76.49526210889924,wheat
87,21,52,27.350629600000005,94.29119509999998,6.067665497999999,27.21244021,muskmelon
119,50,48,20.02978467918919,75.01790425413472,6.588375599397733,82.16680506835044,wheat
67,37,34,19.313075011538313,72.21899579897405,5.542359545528493,126.63767368259732,maize
62,37,31,26.25604213990303,63.74363901069174,6.617323980891754,67.41205609827092,maize
117,43,45,20.183781533408773,73.72597731175352,6.219095095317313,80.39951144459089,wheat
79,35,37,23.30114571777621,69.33674170854762,7.174503975239276,64.32220173940732,maize
77,48,39,24.798710172315637,70.45066195926185,7.245537613722112,99.96914361399006,maize
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
113,58,43,16.011085458527,63.22267516643299,6.051340102949514,65.96490693331353,wheat
119,57,36,10.46957782094461,74.0552283590719,7.347445962106303,91.27721704440278,wheat
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
117,36,36,28.729470338170238,76.71952102875723,6.5201837376021405,114.71856372356552,rice
95,47,43,13.369394855766483,79.1688903471634,6.160798606589179,59.14106854395291,wheat
103,54,48,20.23880713465264,76.5786366564102,6.748775975755895,100.80293172514742,wheat
105,56,38,22.96955657375054,76.84216775240304,6.070072729402482,79.32200603595399,wheat
43,31,30,25.715364005788174,55.098991279499586,6.53937460879474,53.15483711587992,millet
80,47,32,20.617917293381744,75.63960602048583,6.127194705916337,164.93670197850966,rice
131,52,16,23.65724079,84.47601498,6.486068274,88.54479121,cotton
85,33,30,19.336871196055338,71.03666730216277,7.276561415555301,145.8428781361743,maize
119,49,38,27.230830337292442,81.6461649456096,6.60237544193449,186.67051252267743,rice
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes
107,48,33,25.922302676697925,86.31784939087848,6.563814179118397,168.37579935736125,rice
103,52,45,16.05776244063308,79.98912132785829,6.824371887803908,92.11403428810854,wheat
82,46,37,26.69717461622706,70.8562744202114,6.57557652032872,108.38085046713222,maize
41,32,34,24.39732352118996,44.38679790909229,6.585202730952462,66.45973206070006,millet
82,49,33,25.92018327142572,77.91454718050564,6.460787174564149,100.79608459470911,maize
40,28,25,27.008370044890636,59.885274962930865,6.790042920946788,65.31110033789352,millet
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
69,27,31,21.227937659465287,48.89962151472647,5.841384892328171,63.79068607692496,millet
78,48,34,26.8152339904663,65.92836142511705,6.820885269653012,133.5791472684685,maize
69,29,17,34.40969555639806,52.733608004905676,6.148532996681429,46.959231833652815,millet
50,31,26,26.31201452888429,58.25018023443678,6.910303496425955,51.620536498445475,millet
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice
78,32,28,16.347132197341292,66.75605556378297,6.422332676915291,61.20688519325049,barley
106,48,49,22.49263111892588,77.86086494863466,7.035055180083276,71.64859607303026,wheat
118,48,37,22.79388423696753,78.81070363260997,6.349494651399895,113.80480198433642,wheat
101,48,32,20.125734813515617,83.86780719381832,6.32161566889449,212.5671811587391,rice
62,38,31,33.978542580783184,51.31846667234114,5.630621643819586,57.02736547298714,millet
83,42,34,18.899275461311653,52.30700477549634,7.059190097144629,65.90722280360811,barley
65,34,27,27.431895001683017,47.293833125415524,6.752951901066061,49.52966712988453,millet
66,34,21,18.50055340862338,72.17743691601649,6.226161596015653,144.3120779081798,maize
96,33,27,21.372342903310383,56.78821862701882,6.684031813955008,85.08976429684535,barley
22,18,31,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
72,32,30,27.7120742405469,73.52381021665454,5.50009419061009,113.9866626225259,maize
82,37,31,22.821389814772832,59.54520109963333,7.195924824509671,32.66119640224535,barley
74,47,26,24.32135646738963,67.67448400030328,7.484028525248639,87.76329277836675,maize
93,37,25,14.520452176778516,53.62352953169385,7.08524881634594,64.2707627529312,barley
52,22,16,34.95120031577915,49.204884252664016,5.652589409919067,52.42228127395184,millet
95,44,39,12.495220369716069,61.196134185539044,6.334486402631872,66.19053364779494,wheat
73,38,34,26.142434062627018,63.65662762583256,5.846428798635914,79.18838977706024,maize
35,63,76,17.81564548,17.60756635,7.714153037999999,90.82097601,chickpea
80,32,31,32.05081395825418,86.14568605461415,6.798526924472414,158.0819910371545,rice
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
91,31,37,34.00756775470761,77.70770873303462,6.067626394640007,201.69506035471946,rice
109,39,34,36.961141055055165,88.47984924750367,5.720712533840162,171.98976472662923,rice
90,55,40,18.431637657056505,69.14070398369459,7.4325070374638225,56.62109824356267,wheat
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
75,42,27,19.89521467059827,54.56441883982279,7.081255518407326,41.81258051477285,barley
89,37,31,19.28696089673646,68.26341527768389,6.317998495521227,30.29506501505169,barley
107,34,30,32.9786125562279,73.50541363844837,5.888112683012654,164.21542601414527,rice
97,48,31,21.75660620202116,87.39485092956488,5.655880554863286,114.35839765321721,rice
100,46,37,33.85915218525133,70.65189508268304,6.309205231058281,223.58184586481144,rice
51,31,20,30.787456853489413,50.52962821921754,6.0518912588646225,42.80621384851619,millet
82,37,26,22.64352957758689,66.49477153746305,7.272935871621564,64.73725261068371,maize
21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
76,31,33,16.521850093716708,67.8649058737616,6.089304551716181,78.1617489331291,barley
100,57,41,24.87702732792296,63.67826980499265,6.504194158851511,60.080365928029735,wheat
81,40,32,15.154648894957246,58.38763913139675,6.124731636646568,60.57401116007199,barley
95,45,36,33.20684887690554,79.02225237012675,6.817413195930454,187.90639433490782,rice
80,30,36,22.679198142614148,73.1388112107102,5.997205988446572,220.67978248950146,rice
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
96,46,48,11.07903741272547,60.4729043877411,7.00616213697231,53.01358156907831,wheat
60,28,22,29.044207080686586,58.9477408675738,5.7119160939869245,65.09877507624107,millet
95,39,31,22.442006855166667,58.58946204111916,6.250509028137312,33.65579469807887,barley
111,37,38,21.47021533774982,78.52561194343596,6.42579254163117,202.5488732961133,rice
102,56,48,21.79292726182412,64.17700482156833,6.779805396156007,67.27401253045387,wheat
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
91,38,25,21.992251307485574,60.22913492635047,6.470172296044009,38.02071820190523,barley
63,33,29,21.263019055482815,57.831388797340495,5.5536152810535375,69.79474422523064,millet
73,38,32,14.426440770046382,61.82097589719524,6.462107115103164,55.49966857888669,barley
71,34,26,22.03541046239276,67.12701279194577,6.413975475407544,90.24109460418991,maize
74,30,35,19.965099726271898,68.99276726324547,6.6559958437698885,119.64224042411774,maize
85,30,34,21.680296869577674,54.68290006650323,7.100309682392395,39.98063649234413,barley
32,120,204,10.38004759,83.44518113,6.138958698,67.39173790000001,grapes
62,39,21,26.911470090382537,63.557573636819576,5.783738641602023,141.8629498922632,maize
88,35,40,23.57943626,83.58760316,5.85393208,291.2986618000001,rice
100,40,30,23.37118415947719,86.07731242562645,6.105375126761379,219.03251089172056,rice
55,37,22,21.65209327183825,58.44882865420274,5.692800064769911,58.225541124135084,millet
103,58,38,11.128998255808318,66.80981455355486,6.058721594005943,50.65961291908761,wheat
46,28,26,24.770470619284637,53.397553926700525,5.9995647889055,51.560791516679274,millet
88,48,28,22.271409138629906,71.32037295833754,6.910676373273785,104.53932797764517,maize
117,53,39,22.998133669071827,67.86830221004732,6.618662037349611,70.72011324315899,wheat
65,31,28,26.081291340975795,55.33775563953079,6.657766619708152,56.24895853069616,millet
76,45,30,22.746492581505862,63.868926020500666,6.598485200182716,52.564942227057344,maize
117,30,30,24.749048159823296,84.02293627282137,6.293554705996091,166.7247747314058,rice
115,50,40,22.832117784803042,77.07073433992235,6.4983455844293365,119.62325367217558,wheat
89,37,26,22.440182904571294,78.5014501725354,6.0077875807844165,59.11922333016366,maize
89,44,30,23.392794545053494,65.15139558405473,6.087522465569837,90.21107876594091,maize
68,44,29,18.248693507921352,63.04844731312256,6.552387442039896,107.15236159848376,maize
71,33,26,21.38815044676371,50.97651333335279,6.37166319188512,38.30239390509357,barley
47,22,26,31.2734524493983,44.90354186410722,5.512624608248358,69.01089289649074,millet
81,42,25,24.853013780279394,65.39868027796118,6.618611868634472,58.43242052204614,barley
104,54,48,13.7414368274547,60.99104022551643,6.075747067359977,93.48805714810773,wheat
108,32,39,21.814090559309122,70.78563423278663,6.758856699820532,165.69780263797713,rice
50,47,48,24.63676897,90.61964344,6.712772332999999,218.2299187,papaya
104,46,34,30.654983027327653,79.85471364329618,6.4388815948315266,107.29505667157866,rice
86,35,22,22.67556536697726,65.94523429322228,7.396265907387826,137.32633523557334,maize
80,45,36,27.27993261036392,80.61638447742894,6.224091371827613,191.8997895782769,rice
90,31,33,21.57569490503521,56.59289853519197,6.255247206606423,81.44324497443972,barley
32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,kidneybeans
89,32,29,24.828227628650488,55.313565389441564,6.493715086558953,52.442173317083785,barley
107,36,21,25.29250148,75.66653335,6.205263534,62.64174227,cotton
68,32,28,21.587112734575975,55.42665778983924,6.459718694120211,52.049415698988476,millet
46,32,21,32.04210103363027,47.40124784178806,6.978016162374431,69.270510244597,millet
3,134,199,20.28370163,81.32235739,5.81717753,71.06611222,grapes
110,31,34,32.92797134019822,83.38533479689269,6.903710053280952,177.53061177072172,rice
93,39,38,23.961242196431115,83.15566286614468,6.426606057862855,170.69918849371402,rice
96,36,39,32.119554448318105,82.87748430599802,6.221357738809849,233.5581013842728,rice
